기준년도,시군명,지역교육청명,지역명,학교명,학교급명,설립구분명,주야간명,제외여부,제외사유,1학년학급수(개),2학년학급수(개),3학년학급수(개),4학년학급수(개),5학년학급수(개),6학년학급수(개),특수학급수(개),순회학급수(개),합계사항
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,태을초등학교,,공립,,N,,4,3,4,4,4,4,0,0,23(0)
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,흥진초등학교,,공립,,N,,5,5,5,4,5,5,0,0,29(0)
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,부곡중앙초등학교,,공립,,N,,6,7,6,4,4,4,1,0,32(1)
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,군포중학교,,공립,주간,N,,6,7,10,,,,2,1,26(3)
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,궁내중학교,,공립,주간,N,,9,10,9,,,,0,0,28(0)
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,금정중학교,,공립,주간,N,,8,7,7,,,,0,0,22(0)
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,도장중학교,,공립,주간,N,,9,9,8,,,,2,0,28(2)
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,산본중학교,,공립,주간,N,,11,12,11,,,,0,0,34(0)
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,용호중학교,,공립,주간,N,,9,9,9,,,,1,0,28(1)
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,흥진중학교,,공립,주간,N,,8,7,7,,,,0,0,22(0)
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,당동초등학교,,공립,,N,,6,6,7,5,6,7,1,0,38(1)
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,당정초등학교,,공립,,N,,5,5,5,5,4,6,1,0,31(1)
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,군포대야초등학교,,공립,,N,,3,3,3,3,3,2,0,0,17(0)
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,군포신기초등학교,,공립,,N,,5,6,5,4,3,3,0,0,26(0)
2016,군포시,경기도교육청,경기도 군포시,군포e비즈니스고등학교,,공립,주간,N,,12,12,12,,,,3,2,41(5)
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,부곡중앙중학교,,공립,주간,N,,5,4,4,,,,1,0,14(1)
2016,군포시,경기도군포의왕교육지원청,경기도 군포시,곡란중학교,,공립,주간,N,,6,5,6,,,,1,0,18(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,풍무중학교,,공립,주간,N,,11,12,12,,,,0,0,35(0)
2016,김포시,경기도김포교육지원청,경기도 김포시,풍무초등학교,,공립,,N,,4,5,6,5,5,6,1,0,32(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,하성초등학교,,공립,,N,,1,1,2,1,2,1,1,0,9(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,마송중학교,,공립,주간,N,,2,2,1,,,,1,0,6(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,푸른솔중학교,,공립,주간,N,,4,3,4,,,,1,0,12(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,개곡초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2016,김포시,경기도김포교육지원청,경기도 김포시,고창초등학교,,공립,,N,,5,4,4,4,4,5,1,0,27(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,고촌초등학교,,공립,,N,,4,4,4,4,3,4,1,1,25(2)
2016,김포시,경기도김포교육지원청,경기도 김포시,금성초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2016,김포시,경기도김포교육지원청,경기도 김포시,금파초등학교,,공립,,N,,4,6,5,6,6,6,0,0,33(0)
2016,김포시,경기도김포교육지원청,경기도 김포시,양도초등학교,,공립,,N,,6,5,6,6,6,6,1,0,36(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,김포대명초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2016,김포시,경기도김포교육지원청,경기도 김포시,은여울중학교,,공립,주간,N,,4,4,3,,,,1,0,12(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,김포한가람중학교,,공립,주간,N,,5,4,4,,,,0,0,13(0)
2016,김포시,경기도김포교육지원청,경기도 김포시,운양중학교,,공립,주간,N,,6,6,7,,,,1,0,20(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,금란초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2016,김포시,경기도김포교육지원청,경기도 김포시,옹정초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2016,김포시,경기도김포교육지원청,경기도 김포시,김포신풍초등학교,,공립,,N,,2,2,2,2,2,2,1,0,13(1)
2016,김포시,경기도교육청,경기도 김포시,김포외국어고등학교,,사립,주간,N,,8,8,8,,,,0,0,24(0)
2016,김포시,경기도교육청,경기도 김포시,장기고등학교,,공립,주간,N,,10,10,10,,,,2,1,33(3)
2016,김포시,경기도교육청,경기도 김포시,마송고등학교,,공립,주간,N,,8,8,8,,,,1,1,26(2)
2016,김포시,경기도교육청,경기도 김포시,풍무고등학교,,공립,주간,N,,12,10,10,,,,1,0,33(1)
2016,김포시,경기도교육청,경기도 김포시,통진고등학교,,사립,주간,N,,10,10,10,,,,1,0,31(1)
2016,김포시,경기도교육청,경기도 김포시,하성고등학교,,공립,주간,N,,5,5,5,,,,0,0,15(0)
2016,김포시,경기도교육청,경기도 김포시,김포제일공업고등학교,,공립,주간,N,,9,9,9,,,,1,0,28(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,신곡중학교,,공립,주간,N,,4,4,4,,,,1,0,13(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,신양중학교,,공립,주간,N,,3,3,3,,,,2,0,11(2)
2016,김포시,경기도김포교육지원청,경기도 김포시,고창중학교,,공립,주간,N,,9,8,8,,,,0,0,25(0)
2016,김포시,경기도교육청,경기도 김포시,김포고등학교,,공립,주간,N,,11,11,11,,,,1,0,34(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,감정중학교,,공립,주간,N,,8,7,8,,,,1,0,24(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,양도중학교,,공립,주간,N,,6,5,7,,,,1,0,19(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,김포서초등학교,,공립,,N,,4,5,5,4,5,5,2,0,30(2)
2016,김포시,경기도김포교육지원청,경기도 김포시,김포초등학교,,공립,,N,,3,3,3,3,3,3,1,0,19(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,대곶초등학교,,공립,,N,,1,1,2,1,2,2,2,0,11(2)
2016,김포시,경기도김포교육지원청,경기도 김포시,마송초등학교,,공립,,N,,2,2,2,2,2,2,0,0,12(0)
2016,김포시,경기도김포교육지원청,경기도 김포시,사우초등학교,,공립,,N,,5,5,4,5,4,5,1,0,29(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,서암초등학교,,공립,,N,,2,2,2,3,2,2,1,0,14(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,석정초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,양곡초등학교,,공립,,N,,3,2,3,2,3,3,2,1,19(3)
2016,김포시,경기도김포교육지원청,경기도 김포시,운양초등학교,,공립,,N,,5,4,5,4,4,5,1,0,28(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,월곶초등학교,,공립,,N,,1,1,1,1,1,1,1,2,9(3)
2016,김포시,경기도김포교육지원청,경기도 김포시,유현초등학교,,공립,,N,,7,8,8,8,7,8,1,0,47(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,운유초등학교,,공립,,N,,10,11,10,9,7,6,1,0,54(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,청수초등학교,,공립,,N,,11,10,8,6,6,5,1,0,47(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,마송중앙초등학교,,공립,,N,,3,3,3,3,2,2,3,0,19(3)
2016,김포시,경기도김포교육지원청,경기도 김포시,신양초등학교,,공립,,N,,5,5,5,3,4,3,1,0,26(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,통진초등학교,,공립,,N,,2,3,3,3,3,3,1,0,18(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,솔터초등학교,,공립,,N,,7,7,6,5,4,4,0,0,33(0)
2016,김포시,경기도김포교육지원청,경기도 김포시,김포한가람초등학교,,공립,,N,,3,3,3,2,2,2,0,0,15(0)
2016,김포시,경기도김포교육지원청,경기도 김포시,고촌중학교,,공립,주간,N,,4,4,4,,,,1,1,14(2)
2016,김포시,경기도김포교육지원청,경기도 김포시,김포여자중학교,,공립,주간,N,,3,6,7,,,,1,0,17(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,금파중학교,,공립,주간,N,,12,9,12,,,,1,0,34(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,김포중학교,,공립,주간,N,,3,5,7,,,,1,0,16(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,대곶중학교,,공립,주간,N,,2,3,3,,,,2,4,14(6)
2016,김포시,경기도김포교육지원청,경기도 김포시,분진중학교,,사립,주간,N,,1,2,1,,,,0,0,4(0)
2016,김포시,경기도김포교육지원청,경기도 김포시,양곡중학교,,사립,주간,N,,4,4,4,,,,0,0,12(0)
2016,김포시,경기도김포교육지원청,경기도 김포시,장기중학교,,공립,주간,N,,11,9,9,,,,1,0,30(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,통진중학교,,사립,주간,N,,6,6,7,,,,2,0,21(2)
2016,김포시,경기도김포교육지원청,경기도 김포시,하성중학교,,공립,주간,N,,2,2,2,,,,1,1,8(2)
2016,김포시,경기도김포교육지원청,경기도 김포시,하늘빛초등학교,,공립,,N,,5,5,4,3,3,3,1,0,24(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,신곡초등학교,,공립,,N,,5,6,5,6,5,5,1,0,33(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,걸포초등학교,,공립,,N,,3,4,3,3,3,3,1,0,20(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,가현초등학교,,공립,,N,,9,9,8,7,6,6,1,0,46(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,푸른솔초등학교,,공립,,N,,7,7,7,6,6,5,1,0,39(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,나비초등학교,,공립,,N,,4,3,3,3,2,2,1,0,18(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,학운초등학교,,공립,,N,,2,2,3,2,2,2,0,0,13(0)
2016,김포시,경기도김포교육지원청,경기도 김포시,감정초등학교,,공립,,N,,5,6,7,6,6,6,0,0,36(0)
2016,김포시,경기도교육청,경기도 김포시,사우고등학교,,공립,주간,N,,11,11,10,,,,3,0,35(3)
2016,김포시,경기도김포교육지원청,경기도 김포시,장기초등학교,,공립,,N,,6,8,8,8,8,8,1,0,47(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,하늘빛중학교,,공립,주간,N,,6,5,4,,,,0,0,15(0)
2016,김포시,경기도김포교육지원청,경기도 김포시,김포호수초등학교,,공립,,N,,5,4,4,3,3,2,1,0,22(1)
2016,김포시,경기도김포교육지원청,경기도 김포시,수남초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2016,김포시,경기도교육청,경기도 김포시,운양고등학교,,공립,주간,N,,10,10,10,,,,1,0,31(1)
2016,김포시,경기도교육청,경기도 김포시,김포제일고등학교,,공립,주간,N,,12,12,12,,,,1,0,37(1)
2016,김포시,경기도교육청,경기도 김포시,솔터고등학교,,공립,주간,N,,10,10,10,,,,2,0,32(2)
2016,김포시,경기도교육청,경기도 김포시,양곡고등학교,,사립,주간,N,,7,7,7,,,,0,0,21(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,남양주동곡초등학교,,공립,,N,,2,3,2,3,2,2,1,1,16(2)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,남양주미금초등학교,,공립,,N,,4,6,5,5,4,4,1,0,29(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,남양주송라초등학교,,공립,,N,,5,6,7,6,6,7,1,0,38(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,남양주송촌초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,남양주양정초등학교,,공립,,N,,3,3,3,2,3,3,1,0,18(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,남양주양지초등학교,,공립,,N,,4,4,4,4,3,5,1,0,25(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,남양주월문초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,덕소초등학교,,공립,,N,,4,4,4,3,3,4,2,0,24(2)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,호평중학교,,공립,주간,N,,8,10,10,,,,0,0,28(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,화광중학교,,공립,주간,N,,4,3,4,,,,0,0,11(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,평동초등학교,,공립,,N,,4,5,5,4,4,6,1,1,30(2)
2016,남양주시,경기도교육청,경기도 남양주시,별내고등학교,,공립,주간,N,,12,12,12,,,,1,0,37(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,주곡초등학교,,공립,,N,,7,7,6,5,5,5,1,0,36(1)
2016,남양주시,경기도교육청,경기도 남양주시,동화고등학교,,사립,주간,N,,15,15,15,,,,0,0,45(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,천마초등학교,,공립,,N,,5,6,7,6,6,7,2,0,39(2)
2016,남양주시,경기도교육청,경기도 남양주시,심석고등학교,,사립,주간,N,,12,12,12,,,,0,0,36(0)
2016,남양주시,경기도교육청,경기도 남양주시,별가람고등학교,,공립,주간,N,,8,0,0,,,,2,0,10(2)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,마석중학교,,공립,주간,N,,10,9,10,,,,0,1,30(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,수동중학교,,사립,주간,N,,2,2,2,,,,0,0,6(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,장내중학교,,공립,주간,N,,9,9,10,,,,1,0,29(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,금교초등학교,,공립,,N,,5,4,4,4,3,4,1,0,25(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,답내초등학교,,공립,,N,,1,2,1,1,1,1,0,0,7(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,수동초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,마석초등학교,,공립,,N,,4,5,6,5,5,6,1,1,33(2)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,마석초등학교녹촌분교장,,공립,,N,,0,0,1,0,1,0,0,0,2(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,별내초등학교,,공립,,N,,6,6,6,6,6,7,1,0,38(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,수동초등학교송천분교장,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,심석초등학교,,사립,,N,,3,3,3,3,3,3,0,0,18(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,오남초등학교,,공립,,N,,3,3,4,3,4,4,1,0,22(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,와부초등학교,,공립,,N,,7,9,9,8,7,8,0,0,48(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,용신초등학교,,공립,,N,,3,3,3,3,3,3,1,0,19(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,장승초등학교,,공립,,N,,6,7,8,6,7,5,1,0,40(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,장현초등학교,,공립,,N,,5,5,6,6,6,5,1,0,34(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,조안초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,진건초등학교,,공립,,N,,3,3,4,3,4,3,2,0,22(2)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,평내초등학교,,공립,,N,,3,3,3,3,3,4,1,0,20(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,풍양초등학교,,공립,,N,,3,2,3,3,2,3,1,0,17(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,광동중학교,,사립,주간,N,,8,7,8,,,,0,0,23(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,금곡중학교,,공립,주간,N,,5,5,7,,,,1,0,18(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,덕소중학교,,공립,주간,N,,7,8,8,,,,0,0,23(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,도농중학교,,공립,주간,N,,6,5,5,,,,2,0,18(2)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,동화중학교,,사립,주간,N,,7,7,8,,,,0,0,22(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,미금중학교,,공립,주간,N,,4,4,4,,,,0,0,12(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,별내중학교,,공립,주간,N,,6,6,7,,,,0,0,19(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,남양주신촌초등학교,,공립,,N,,7,7,8,8,7,7,1,0,45(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,사능초등학교,,공립,,N,,2,2,2,2,2,2,1,0,13(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,남양주백봉초등학교,,공립,,N,,5,5,6,5,4,5,1,0,31(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,양오초등학교,,공립,,N,,8,8,9,9,8,8,1,0,51(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,판곡초등학교,,공립,,N,,8,8,8,6,7,7,1,0,45(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,부평초등학교,,공립,,N,,5,4,5,4,4,3,1,0,26(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,어람초등학교,,공립,,N,,8,9,9,9,8,9,1,0,53(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,송라중학교,,공립,주간,N,,9,8,10,,,,2,3,32(5)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,평내중학교,,공립,주간,N,,9,8,9,,,,1,1,28(2)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,양오중학교,,공립,주간,N,,6,6,6,,,,1,0,19(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,판곡중학교,,공립,주간,N,,11,9,10,,,,1,0,31(1)
2016,남양주시,경기도교육청,경기도 남양주시,도농고등학교,,공립,주간,N,,10,10,11,,,,1,2,34(3)
2016,남양주시,경기도교육청,경기도 남양주시,평내고등학교,,공립,주간,N,,10,10,10,,,,3,0,33(3)
2016,남양주시,경기도교육청,경기도 남양주시,진건고등학교,,공립,주간,N,,12,12,12,,,,2,0,38(2)
2016,남양주시,경기도교육청,경기도 남양주시,청학고등학교,,공립,주간,N,,10,10,10,,,,0,0,30(0)
2016,남양주시,경기도교육청,경기도 남양주시,퇴계원고등학교,,공립,주간,N,,12,12,12,,,,1,0,37(1)
2016,남양주시,경기도교육청,경기도 남양주시,남양주공업고등학교,,공립,주간,N,,9,9,9,,,,0,0,27(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,광릉중학교,,공립,주간,N,,3,4,4,,,,1,0,12(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,예봉중학교,,공립,주간,N,,8,8,8,,,,1,0,25(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,가운중학교,,공립,주간,N,,4,4,4,,,,1,0,13(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,풍양중학교,,공립,주간,N,,9,7,8,,,,2,0,26(2)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,별가람중학교,,공립,주간,N,,10,8,10,,,,1,0,29(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,진접중학교,,공립,주간,N,,6,7,7,,,,1,0,21(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,어람중학교,,공립,주간,N,,9,7,8,,,,2,0,26(2)
2016,남양주시,경기도교육청,경기도 남양주시,광동고등학교,,사립,주간,N,,12,12,12,,,,0,0,36(0)
2016,남양주시,경기도교육청,경기도 남양주시,금곡고등학교,,공립,주간,N,,12,12,12,,,,0,0,36(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,한별중학교,,공립,주간,N,,6,5,2,,,,2,0,15(2)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,주곡중학교,,공립,주간,N,,8,8,7,,,,1,0,24(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,천마중학교,,공립,주간,N,,4,4,2,,,,1,0,11(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,진건중학교,,공립,주간,N,,6,7,7,,,,1,0,21(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,퇴계원중학교,,공립,주간,N,,8,8,8,,,,1,0,25(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,심석중학교,,사립,주간,N,,8,8,8,,,,0,0,24(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,오남중학교,,공립,주간,N,,6,6,7,,,,1,0,20(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,와부중학교,,공립,주간,N,,9,8,8,,,,1,0,26(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,연세중학교,,사립,주간,N,,1,1,1,,,,0,0,3(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,화도초등학교,,공립,,N,,7,7,7,7,7,6,1,0,42(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,화봉초등학교,,공립,,N,,6,7,6,6,5,6,1,0,37(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,남양주월산초등학교,,공립,,N,,2,2,2,1,1,1,0,0,9(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,해밀초등학교,,공립,,N,,7,6,4,4,3,4,0,0,28(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,한별초등학교,,공립,,N,,5,5,5,4,4,4,0,0,27(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,남양주샛별초등학교,,공립,,N,,6,5,4,4,3,4,1,0,27(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,예봉초등학교,,공립,,N,,5,5,6,6,6,6,1,0,35(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,가운초등학교,,공립,,N,,4,4,6,5,4,5,1,0,29(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,구룡초등학교,,공립,,N,,8,8,9,8,7,8,1,0,49(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,진접초등학교,,공립,,N,,7,7,8,9,8,8,1,0,48(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,차산초등학교,,공립,,N,,4,4,5,4,4,3,0,0,24(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,남양주덕송초등학교,,공립,,N,,5,5,4,4,4,4,1,0,27(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,별가람초등학교,,공립,,N,,3,2,2,2,1,1,0,0,11(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,장내초등학교,,공립,,N,,5,6,6,6,5,5,1,0,34(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,도농초등학교,,공립,,N,,5,4,5,5,5,5,1,0,30(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,도제원초등학교,,공립,,N,,5,5,4,4,4,3,1,0,26(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,창현초등학교,,공립,,N,,5,5,5,5,5,5,1,0,31(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,퇴계원초등학교,,공립,,N,,4,5,5,5,4,5,1,1,30(2)
2016,남양주시,경기도교육청,경기도 남양주시,가운고등학교,,공립,주간,N,,11,11,12,,,,1,0,35(1)
2016,남양주시,경기도교육청,경기도 남양주시,판곡고등학교,,공립,주간,N,,12,12,12,,,,1,0,37(1)
2016,남양주시,경기도교육청,경기도 남양주시,덕소고등학교,,사립,주간,N,,12,12,12,,,,0,0,36(0)
2016,남양주시,경기도교육청,경기도 남양주시,호평고등학교,,공립,주간,N,,10,10,10,,,,2,1,33(3)
2016,남양주시,경기도교육청,경기도 남양주시,와부고등학교,,공립,주간,N,,8,8,8,,,,3,0,27(3)
2016,남양주시,경기도교육청,경기도 남양주시,오남고등학교,,공립,주간,N,,12,12,12,,,,3,0,39(3)
2016,남양주시,경기도교육청,경기도 남양주시,마석고등학교,,공립,주간,N,,11,11,11,,,,2,3,38(5)
2016,남양주시,경기도교육청,경기도 남양주시,진접고등학교,,공립,주간,N,,12,12,12,,,,2,0,38(2)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,도심초등학교,,공립,,N,,4,5,5,5,3,4,1,0,27(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,호평초등학교,,공립,,N,,7,6,6,6,4,4,0,0,33(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,화접초등학교,,공립,,N,,6,6,6,6,5,5,1,0,35(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,가곡초등학교,,공립,,N,,3,3,3,3,3,2,0,0,17(0)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,가양초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,광릉초등학교,,공립,,N,,3,3,3,3,3,3,1,0,19(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,금남초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,남양주금곡초등학교,,공립,,N,,3,3,4,3,4,3,1,0,21(1)
2016,남양주시,경기도구리남양주교육지원청,경기도 남양주시,남양주도곡초등학교,,공립,,N,,5,6,6,5,5,6,1,0,34(1)
2016,동두천시,경기도동두천양주교육지원청,경기도 동두천시,생연초등학교,,공립,,N,,3,3,4,3,3,3,2,0,21(2)
2016,동두천시,경기도동두천양주교육지원청,경기도 동두천시,사동초등학교,,공립,,N,,4,4,5,5,4,3,1,0,26(1)
2016,동두천시,경기도동두천양주교육지원청,경기도 동두천시,지행초등학교,,공립,,N,,6,6,7,6,6,7,1,0,39(1)
2016,동두천시,경기도동두천양주교육지원청,경기도 동두천시,동두천신천초등학교,,공립,,N,,5,5,5,5,5,5,1,0,31(1)
2016,동두천시,경기도동두천양주교육지원청,경기도 동두천시,동두천송내초등학교,,공립,,N,,4,3,4,4,3,4,1,0,23(1)
2016,동두천시,경기도동두천양주교육지원청,경기도 동두천시,이담초등학교,,공립,,N,,6,5,6,5,5,5,1,0,33(1)
2016,동두천시,경기도동두천양주교육지원청,경기도 동두천시,송내중앙중학교,,공립,주간,N,,5,5,5,,,,3,0,18(3)
2016,동두천시,경기도교육청,경기도 동두천시,동두천외국어고등학교,,공립,주간,N,,8,8,8,,,,0,0,24(0)
