기준년도,시군명,지역교육청명,지역명,학교명,학교급명,설립구분명,주야간명,제외여부,제외사유,1학년학급수(개),2학년학급수(개),3학년학급수(개),4학년학급수(개),5학년학급수(개),6학년학급수(개),특수학급수(개),순회학급수(개),합계사항
2020,부천시,경기도부천교육지원청,경기도 부천시,도당초등학교,,공립,,N,,6,7,6,6,6,6,2,0,39
2020,성남시,경기도교육청,경기도 성남시 분당구,분당경영고등학교,,공립,,N,,12,10,11,,,,1,0,34
2020,성남시,경기도교육청,경기도 성남시 분당구,분당중앙고등학교,,공립,,N,,10,10,10,,,,1,0,31
2020,성남시,경기도교육청,경기도 성남시 분당구,불곡고등학교,,공립,,N,,10,10,10,,,,2,1,33
2020,성남시,경기도교육청,경기도 성남시 분당구,서현고등학교,,공립,,N,,10,10,10,,,,0,0,30
2020,성남시,경기도교육청,경기도 성남시 중원구,성남테크노과학고등학교,,공립,,N,,9,8,9,,,,4,0,30
2020,성남시,경기도교육청,경기도 성남시 중원구,성남고등학교,,공립,,N,,9,9,9,,,,3,0,30
2020,성남시,경기도교육청,경기도 성남시 중원구,성남여자고등학교,,공립,,N,,10,10,10,,,,3,0,33
2020,성남시,경기도교육청,경기도 성남시 분당구,성남금융고등학교,,공립,,N,,10,6,10,,,,1,0,27
2020,성남시,경기도교육청,경기도 성남시 수정구,성보경영고등학교,,사립,,N,,15,15,15,,,,1,0,46
2020,성남시,경기도교육청,경기도 성남시 중원구,성일고등학교,,사립,,N,,12,12,12,,,,0,0,36
2020,성남시,경기도교육청,경기도 성남시 중원구,동광고등학교,,사립,,N,,10,10,10,,,,1,0,31
2020,성남시,경기도교육청,경기도 성남시 중원구,성일정보고등학교,,사립,,N,,15,15,15,,,,0,0,45
2020,성남시,경기도교육청,경기도 성남시 수정구,위례한빛고등학교,,공립,,N,,12,12,12,,,,2,0,38
2020,성남시,경기도교육청,경기도 성남시 분당구,서현고등학교부설방송통신고등학교,,공립,,N,,3,3,3,,,,0,0,9
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,계원예술중학교,,사립,,N,,4,4,4,0,0,0,0,0,12
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,하늘꿈중고등학교(중),,사립,,N,,1,1,1,0,0,0,0,0,3
2020,성남시,경기도교육청,경기도 성남시 수정구,하늘꿈중고등학교,,사립,,N,,1,1,1,0,0,0,0,0,3
2020,성남시,경기도교육청,경기도 성남시 분당구,보평고등학교,,공립,,N,,8,8,8,,,,1,0,25
2020,성남시,경기도교육청,경기도 성남시 분당구,운중고등학교,,공립,,N,,8,8,8,,,,1,0,25
2020,성남시,경기도교육청,경기도 성남시 분당구,판교고등학교,,공립,,N,,8,8,8,,,,1,0,25
2020,성남시,경기도교육청,경기도 성남시 분당구,낙생고등학교,,사립,,N,,10,10,10,,,,0,0,30
2020,성남시,경기도교육청,경기도 성남시 분당구,이우고등학교,,사립,,N,,4,4,4,,,,0,0,12
2020,성남시,경기도교육청,경기도 성남시 분당구,성남외국어고등학교,,공립,,N,,8,8,8,,,,0,0,24
2020,성남시,경기도교육청,경기도 성남시 수정구,복정고등학교,,공립,,N,,8,8,8,,,,1,0,25
2020,성남시,경기도교육청,경기도 성남시 분당구,태원고등학교,,사립,,N,,12,12,12,,,,0,0,36
2020,성남시,경기도교육청,경기도 성남시 수정구,풍생고등학교,,사립,,N,,10,10,10,,,,0,0,30
2020,성남시,경기도교육청,경기도 성남시 분당구,한솔고등학교,,공립,,N,,10,10,10,,,,1,0,31
2020,성남시,경기도교육청,경기도 성남시 수정구,효성고등학교,,사립,,N,,10,10,10,,,,0,0,30
2020,성남시,경기도교육청,경기도 성남시 분당구,돌마고등학교,,공립,,N,,9,9,9,,,,2,0,29
2020,성남시,경기도교육청,경기도 성남시 분당구,늘푸른고등학교,,공립,,N,,10,10,10,,,,0,0,30
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,보평초등학교,,공립,,N,,7,7,8,8,7,7,2,0,46
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,운중초등학교,,공립,,N,,4,5,5,5,5,5,1,0,30
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,판교초등학교,,공립,,N,,7,7,6,6,5,6,0,0,37
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,산운초등학교,,공립,,N,,5,5,4,4,4,4,1,0,27
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,성남정자초등학교,,공립,,N,,4,7,4,5,5,6,1,0,32
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,성남양지초등학교,,공립,,N,,3,2,3,3,3,3,1,0,18
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,늘푸른초등학교,,공립,,N,,8,7,8,7,7,7,0,0,44
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,창성중학교,,공립,,N,,6,5,4,,,,1,0,16
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,대원중학교,,공립,,N,,3,3,2,,,,0,0,8
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,매송중학교,,공립,,N,,6,5,4,,,,0,0,15
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,백현중학교,,공립,,N,,8,7,5,,,,1,0,21
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,분당중학교,,공립,,N,,5,4,4,,,,1,0,14
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,불곡중학교,,공립,,N,,8,8,8,,,,1,0,25
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,상원여자중학교,,공립,,N,,4,4,4,,,,0,0,12
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,서현중학교,,공립,,N,,13,12,11,,,,1,0,37
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,성남동중학교,,공립,,N,,8,8,8,,,,2,1,27
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,성남문원중학교,,공립,,N,,3,2,3,,,,1,0,9
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,성남서중학교,,공립,,N,,6,5,5,,,,2,1,19
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,성남여자중학교,,공립,,N,,6,5,5,,,,1,0,17
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,성남중학교,,공립,,N,,3,3,3,,,,0,0,9
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,동광중학교,,사립,,N,,4,4,4,,,,1,0,13
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,성일중학교,,사립,,N,,8,8,8,,,,0,0,24
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,송림중학교,,사립,,N,,4,3,4,,,,0,0,11
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,수내중학교,,공립,,N,,12,13,10,,,,0,0,35
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,숭신여자중학교,,사립,,N,,3,3,3,,,,0,0,9
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,성남여수초등학교,,공립,,N,,6,6,5,5,4,4,1,0,31
2020,성남시,경기도교육청,경기도 성남시 분당구,계원예술고등학교,,사립,,N,,8,8,8,,,,0,0,24
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,야탑중학교,,공립,,N,,9,7,8,,,,1,0,25
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,양영중학교,,공립,,N,,7,7,7,,,,0,0,21
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,영성중학교,,공립,,N,,3,4,4,,,,2,0,13
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,은행중학교,,공립,,N,,5,5,4,,,,1,0,15
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,이매중학교,,공립,,N,,9,10,10,,,,0,0,29
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,장안중학교,,공립,,N,,6,6,5,,,,0,0,17
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,정자중학교,,공립,,N,,5,4,4,,,,1,0,14
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,청솔중학교,,공립,,N,,2,1,1,,,,1,0,5
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,태평중학교,,공립,,N,,8,8,8,,,,1,0,25
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,풍생중학교,,사립,,N,,5,4,5,,,,0,0,14
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,하탑중학교,,공립,,N,,6,5,5,,,,2,1,19
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,보평중학교,,공립,,N,,8,8,8,,,,1,0,25
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,운중중학교,,공립,,N,,7,6,6,,,,1,0,20
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,판교중학교,,공립,,N,,6,6,5,,,,1,0,18
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,삼평중학교,,공립,,N,,6,5,5,,,,1,0,17
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,위례중앙중학교,,공립,,N,,4,4,5,,,,0,0,13
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,위례한빛중학교,,공립,,N,,10,8,7,,,,1,0,26
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,낙원중학교,,공립,,N,,5,5,5,,,,1,0,16
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,신백현중학교,,공립,,N,,5,5,5,,,,0,0,15
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,도촌중학교,,공립,,N,,7,5,5,,,,1,0,18
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,샛별중학교,,공립,,N,,6,4,6,,,,2,0,18
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,수진중학교,,공립,,N,,5,5,6,,,,2,0,18
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,구미중학교,,공립,,N,,4,5,5,,,,0,0,14
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,이우중학교,,사립,,N,,3,3,3,,,,0,0,9
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,늘푸른중학교,,공립,,N,,8,7,6,,,,0,0,21
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,금광중학교,,공립,,N,,7,7,6,,,,1,0,21
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,내정중학교,,공립,,N,,11,10,10,,,,0,0,31
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,삼평중학교부설방송통신중학교,,공립,,N,,3,3,3,,,,0,0,9
2020,성남시,경기도교육청,경기도 성남시 분당구,이매고등학교,,공립,,N,,10,10,10,,,,1,0,31
2020,성남시,경기도교육청,경기도 성남시 중원구,숭신여자고등학교,,사립,,N,,10,10,10,,,,0,0,30
2020,성남시,경기도교육청,경기도 성남시 분당구,야탑고등학교,,사립,,N,,10,10,10,,,,0,0,30
2020,성남시,경기도교육청,경기도 성남시 분당구,양영디지털고등학교,,공립,,N,,9,9,9,,,,0,0,27
2020,성남시,경기도교육청,경기도 성남시 분당구,분당영덕여자고등학교,,사립,,N,,10,10,10,,,,0,0,30
2020,성남시,경기도교육청,경기도 성남시 분당구,송림고등학교,,사립,,N,,10,10,10,,,,0,0,30
2020,성남시,경기도교육청,경기도 성남시 분당구,수내고등학교,,공립,,N,,10,10,10,,,,1,0,31
2020,성남시,경기도교육청,경기도 성남시 분당구,분당고등학교,,공립,,N,,10,10,10,,,,2,0,32
2020,성남시,경기도교육청,경기도 성남시 분당구,분당대진고등학교,,사립,,N,,12,12,12,,,,0,0,36
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,왕남초등학교,,공립,,N,,2,1,1,1,2,1,1,0,9
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,이매초등학교,,공립,,N,,5,5,5,5,6,6,0,0,32
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,중부초등학교,,공립,,N,,3,4,4,4,3,4,1,0,23
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,중원초등학교,,공립,,N,,5,5,5,4,4,3,1,0,27
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,중탑초등학교,,공립,,N,,4,4,3,4,3,4,1,1,24
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,청솔초등학교,,공립,,N,,1,2,1,1,1,2,1,1,10
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,초림초등학교,,공립,,N,,6,6,6,6,6,7,0,0,37
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,탄천초등학교,,공립,,N,,3,3,3,4,3,4,1,0,21
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,태평초등학교,,공립,,N,,2,2,2,2,2,3,0,0,13
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,하원초등학교,,공립,,N,,2,3,3,3,3,3,1,0,18
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,하탑초등학교,,공립,,N,,4,4,4,4,4,5,2,0,27
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,한솔초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,희망대초등학교,,공립,,N,,2,2,2,3,3,3,1,0,16
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,검단초등학교,,공립,,N,,3,4,4,3,3,3,2,0,22
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,구미초등학교,,공립,,N,,4,3,4,3,4,4,1,0,23
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,금빛초등학교,,공립,,N,,3,2,3,3,3,3,2,0,19
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,금상초등학교,,공립,,N,,2,2,2,2,2,3,1,0,14
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,낙생초등학교,,공립,,N,,7,7,7,7,8,7,1,0,44
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,내정초등학교,,공립,,N,,5,7,7,6,7,6,0,0,38
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,단남초등학교,,공립,,N,,2,2,2,2,2,2,2,0,14
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,단대초등학교,,공립,,N,,6,7,6,6,6,6,2,0,39
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,당촌초등학교,,공립,,N,,5,5,5,6,5,6,0,0,32
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,대원초등학교,,공립,,N,,2,3,3,3,3,3,2,0,19
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,대일초등학교,,공립,,N,,2,3,2,3,3,3,2,0,18
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,대하초등학교,,공립,,N,,5,6,4,5,4,5,1,0,30
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,돌마초등학교,,공립,,N,,3,3,3,4,3,3,1,0,20
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,백현초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,복정초등학교,,공립,,N,,3,2,2,2,2,2,1,0,14
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,분당초등학교,,공립,,N,,5,6,5,6,7,6,1,0,36
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,불곡초등학교,,공립,,N,,5,4,4,4,4,4,1,0,26
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,불정초등학교,,공립,,N,,5,5,5,5,5,6,0,0,31
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,상대원초등학교,,공립,,N,,2,2,2,2,2,2,1,0,13
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,상원초등학교,,공립,,N,,3,3,3,4,3,3,2,0,21
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,상탑초등학교,,공립,,N,,4,3,3,4,3,3,2,0,22
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,서당초등학교,,공립,,N,,5,5,5,6,5,5,0,0,31
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,서현초등학교,,공립,,N,,5,6,7,7,8,8,0,0,41
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,성남동초등학교,,공립,,N,,3,3,4,3,4,3,2,0,22
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,성남매송초등학교,,공립,,N,,4,5,5,5,5,6,0,0,30
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,성남미금초등학교,,공립,,N,,5,5,5,5,5,4,1,0,30
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,성남북초등학교,,공립,,N,,1,2,2,2,3,3,2,0,15
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,성남서초등학교,,공립,,N,,1,2,2,2,1,2,1,0,11
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,성남신기초등학교,,공립,,N,,5,4,4,4,4,4,0,0,25
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,성남신흥초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,성남은행초등학교,,공립,,N,,4,3,4,5,4,4,2,0,26
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,성남장안초등학교,,공립,,N,,4,4,5,4,4,4,1,0,26
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,성남제일초등학교,,공립,,N,,3,3,2,3,3,2,2,0,18
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,성남수정초등학교,,공립,,N,,3,4,3,3,3,4,2,0,22
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,성남중앙초등학교,,공립,,N,,4,4,3,4,4,4,0,0,23
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,성남초등학교,,공립,,N,,5,6,6,6,5,6,3,0,37
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,성수초등학교,,공립,,N,,3,4,3,3,3,3,1,0,20
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,수내초등학교,,공립,,N,,6,6,7,8,9,9,0,0,45
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,수진초등학교,,공립,,N,,5,5,5,5,4,5,2,0,31
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,안말초등학교,,공립,,N,,4,4,4,4,3,4,0,0,23
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,야탑초등학교,,공립,,N,,4,5,4,5,4,4,1,0,27
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,양영초등학교,,공립,,N,,2,2,2,2,2,2,0,0,12
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,오리초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,위례한빛초등학교,,공립,,N,,8,8,8,8,6,6,1,0,45
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,위례푸른초등학교,,공립,,N,,6,6,6,7,5,5,1,0,36
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,위례고운초등학교,,공립,,N,,1,2,2,2,1,2,1,0,11
2020,성남시,경기도성남교육지원청,경기도 성남시 수정구,위례중앙초등학교,,공립,,N,,4,4,4,3,3,3,1,0,22
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,성남화랑초등학교,,공립,,N,,10,8,6,5,4,4,2,0,39
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,신백현초등학교,,공립,,N,,4,4,4,4,4,4,2,0,26
2020,성남시,경기도성남교육지원청,경기도 성남시 중원구,도촌초등학교,,공립,,N,,6,6,6,6,6,6,1,0,37
2020,성남시,경기도성남교육지원청,경기도 성남시 분당구,성남송현초등학교,,공립,,N,,7,7,8,8,7,7,1,0,45
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,고색초등학교,,공립,,N,,3,3,4,3,4,3,2,0,22
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,고현초등학교,,공립,,N,,1,2,1,1,1,1,1,0,8
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,곡반초등학교,,공립,,N,,4,4,5,4,4,4,1,0,26
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,곡선초등학교,,공립,,N,,5,5,4,4,4,4,2,0,28
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,구운초등학교,,공립,,N,,2,4,4,3,4,3,2,1,23
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,권선초등학교,,공립,,N,,3,3,3,3,3,4,2,0,21
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,남수원초등학교,,공립,,N,,4,3,4,4,4,4,1,0,24
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,남창초등학교,,공립,,N,,1,1,1,1,1,2,1,0,8
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,당수초등학교,,공립,,N,,4,4,4,4,4,4,1,0,25
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,대평초등학교,,공립,,N,,3,3,4,4,5,5,1,0,25
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,동수원초등학교,,공립,,N,,4,4,4,4,4,4,1,0,25
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,수원동신초등학교,,공립,,N,,4,4,5,5,4,5,0,0,27
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,매산초등학교,,공립,,N,,2,2,2,2,2,2,1,1,14
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,매원초등학교,,공립,,N,,9,12,9,8,7,7,2,0,54
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,매탄초등학교,,공립,,N,,9,9,9,9,9,9,1,0,55
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,매현초등학교,,공립,,N,,3,3,3,3,3,3,1,1,20
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,명당초등학교,,공립,,N,,2,3,3,3,4,3,0,0,18
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,명인초등학교,,공립,,N,,5,5,5,5,6,5,1,1,33
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,산남초등학교,,공립,,N,,3,3,4,3,4,4,2,0,23
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,산의초등학교,,공립,,N,,9,10,11,11,10,10,1,0,62
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,상률초등학교,,공립,,N,,4,4,5,4,4,5,1,0,27
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,율현초등학교,,공립,,N,,3,4,4,4,4,5,1,0,25
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,인계초등학교,,공립,,N,,3,3,3,3,3,3,1,0,19
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,일월초등학교,,공립,,N,,4,3,3,4,4,5,1,0,24
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,잠원초등학교,,공립,,N,,5,7,7,7,7,10,2,0,45
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,정자초등학교,,공립,,N,,4,4,5,5,5,5,1,0,29
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,정천초등학교,,공립,,N,,5,6,6,5,5,6,1,0,34
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,조원초등학교,,공립,,N,,2,3,3,4,3,4,1,0,20
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,중앙기독초등학교,,사립,,N,,5,5,5,5,5,6,3,0,34
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,지동초등학교,,공립,,N,,2,3,3,3,3,3,1,0,18
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,창용초등학교,,공립,,N,,2,3,3,3,2,3,0,0,16
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,천일초등학교,,공립,,N,,4,4,4,4,3,4,0,0,23
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,천천초등학교,,공립,,N,,5,6,6,6,5,7,1,0,36
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,청명초등학교,,공립,,N,,3,4,4,3,3,4,1,0,22
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,칠보초등학교,,공립,,N,,5,5,3,3,4,4,2,1,27
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,탑동초등학교,,공립,,N,,4,4,4,4,5,5,2,0,28
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,태장초등학교,,공립,,N,,4,4,5,5,4,6,1,0,29
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,파장초등학교,,공립,,N,,2,2,3,3,3,3,3,0,19
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,한일초등학교,,공립,,N,,3,3,3,3,3,3,0,0,18
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,호매실초등학교,,공립,,N,,3,3,3,3,3,3,2,0,20
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,화서초등학교,,공립,,N,,3,3,3,2,3,3,2,0,19
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,화양초등학교,,공립,,N,,4,5,4,4,4,4,1,0,26
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,화홍초등학교,,공립,,N,,5,6,5,5,6,5,1,0,33
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,황곡초등학교,,공립,,N,,5,5,5,5,5,5,2,0,32
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,효동초등학교,,공립,,N,,2,3,2,2,3,2,0,0,14
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,효성초등학교,,공립,,N,,3,3,3,3,3,4,2,0,21
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,효원초등학교,,공립,,N,,2,2,2,2,2,3,0,0,13
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,효정초등학교,,공립,,N,,2,2,2,2,2,2,0,0,12
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,효천초등학교,,공립,,N,,3,4,4,4,5,5,1,0,26
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,상촌초등학교,,공립,,N,,5,5,4,4,4,4,1,0,27
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,서호초등학교,,공립,,N,,2,2,2,2,2,2,1,0,13
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,세곡초등학교,,공립,,N,,3,2,2,3,2,3,0,0,15
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,세류초등학교,,공립,,N,,5,6,5,5,4,4,2,0,31
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,소화초등학교,,사립,,N,,3,3,3,3,3,3,0,0,18
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,송림초등학교,,공립,,N,,2,2,2,2,2,3,1,0,14
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,송원초등학교,,공립,,N,,4,4,4,5,4,5,1,0,27
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,송정초등학교,,공립,,N,,4,4,4,3,3,3,2,0,23
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,송죽초등학교,,공립,,N,,3,3,3,3,3,3,1,0,19
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,수성초등학교,,공립,,N,,3,3,3,3,3,3,1,0,19
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,수원금곡초등학교,,공립,,N,,2,2,2,2,2,2,1,0,13
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,수원선일초등학교,,공립,,N,,4,5,4,4,4,4,1,0,26
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,수원신곡초등학교,,공립,,N,,5,6,5,5,6,6,1,0,34
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,수원초등학교,,공립,,N,,2,2,2,3,3,2,3,0,17
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,숙지초등학교,,공립,,N,,2,2,2,3,2,2,1,0,14
